ID,Company,Job Scope,Total Project Cost,Job Scope Cost,Quantity
Q0230,Eco Builders Malaysia,Provide and complete Install LED downlights in living room (large guest room - basic package) with all necessary materials,2848,356.0,8
Q0231,Chan Brothers,Labour and material for Bathroom renovation including new tiles and sanitary fittings (small living room - premium package),5728,1145.6,5
Q0232,Chan Brothers,Replace broken floor tiles in kitchen (small study room - deluxe package) as per client’s request,6705,957.86,7
Q0233,Tan & Sons,Supply & install service for Electrical rewiring and new socket installation (large dining area - basic package),2426,242.6,10
Q0234,"Taylor, Davis and Maldonado",Labour and material for Install aluminium windows with tinted glass (large bathroom - premium package),4827,804.5,6
Q0235,Tan & Sons,Vinyl flooring installation in bedrooms (large kitchen - deluxe package) - turnkey package,8523,852.3,10
Q0236,Smith LLC,Provide and complete Lay homogeneous tiles in master bedroom (small dining area - basic package) with all necessary materials,8398,1199.71,7
Q0237,Prime Reno Solutions,Supply & install service for Install aluminium windows with tinted glass (small master bedroom - economy package),7741,2580.33,3
Q0238,Lim & Partners,Labour and material for Install new main entrance door (solid timber) (small study room - basic package),5234,654.25,8
Q0239,Ahmad Renovation,Lay homogeneous tiles in master bedroom (medium master bedroom - deluxe package) - turnkey package,8473,1412.17,6
Q0240,Global Build Sdn Bhd,Provide and complete Construct plaster ceiling with cove lighting (small master bedroom - economy package) with all necessary materials,4549,1516.33,3
Q0241,Wong Works,Lay homogeneous tiles in master bedroom (medium guest room - standard package) as per client’s request,6739,673.9,10
Q0242,Majestic Home Reno,Install kitchen base and wall cabinets (melamine finish) (medium guest room - standard package) - turnkey package,10585,1512.14,7
Q0243,Happy Living Renovations,Install sliding glass shower screen (large kitchen - premium package) - turnkey package,8802,8802.0,1
Q0244,"Walter, Good and Vasquez",Labour and material for Lay homogeneous tiles in master bedroom (large kitchen - economy package),10447,2089.4,5
Q0245,Lee Construction,Vinyl flooring installation in bedrooms (medium living room - standard package) as per client’s request,6210,1035.0,6
Q0246,Ahmad Renovation,Labour and material for Install kitchen base and wall cabinets (melamine finish) (large living room - economy package),8573,2857.67,3
Q0247,Johnson-Morris,Supply & install service for Seal gutter joints to stop rainwater leakage (small master bedroom - standard package),6525,6525.0,1
Q0248,Global Build Sdn Bhd,Provide and complete Bathroom renovation including new tiles and sanitary fittings (medium balcony - premium package) with all necessary materials,5455,1091.0,5
Q0249,Majestic Home Reno,Professional service to replace broken floor tiles in kitchen (large bathroom - economy package),11122,1390.25,8
Q0250,Lim & Partners,Provide and complete Install kitchen base and wall cabinets (melamine finish) (small living room - standard package) with all necessary materials,11663,1166.3,10
Q0251,Chan Brothers,Install new main entrance door (solid timber) (small guest room - basic package) as per client’s request,4126,515.75,8
Q0252,Chan Brothers,Vendor to carry out construct plaster ceiling with cove lighting (medium master bedroom - deluxe package),2471,247.1,10
Q0253,Happy Living Renovations,Timber decking installation for outdoor area (small kitchen - premium package) - turnkey package,8076,2019.0,4
Q0254,Eco Builders Malaysia,Labour and material for Bathroom renovation including new tiles and sanitary fittings (medium balcony - premium package),5818,1939.33,3
Q0255,Global Build Sdn Bhd,Replace broken floor tiles in kitchen (medium study room - economy package) as per client’s request,11023,3674.33,3
Q0256,Majestic Home Reno,"Execution of works: Fix leaking concealed pipe in bathroom wall (small dining area - standard package), inclusive of labour & materials",2560,284.44,9
Q0257,Smith LLC,Electrical rewiring and new socket installation (medium bathroom - basic package) as per client’s request,4028,447.56,9
Q0258,"Taylor, Davis and Maldonado",Supply & install service for Painting exterior walls with weather-resistant paint (small bathroom - basic package),7443,827.0,9
Q0259,Majestic Home Reno,Install sliding glass shower screen (large dining area - deluxe package) - premium finishing included,2854,2854.0,1
Q0260,Johnson-Morris,Install sliding glass shower screen (medium dining area - standard package) as per client’s request,3940,437.78,9
Q0261,Wong Works,Install waterproofing membrane in bathroom (medium study room - basic package) as per client’s request,939,93.9,10
Q0262,Lim & Partners,Vendor to carry out electrical rewiring and new socket installation (small balcony - standard package),3809,1904.5,2
Q0263,Chan Brothers,Full repaint of interior walls with weatherproof coating (large master bedroom - economy package) as per client’s request,5784,1156.8,5
Q0264,Happy Living Renovations,Timber decking installation for outdoor area (large living room - premium package) as per client’s request,11413,1630.43,7
Q0265,Johnson-Morris,"Execution of works: Timber decking installation for outdoor area (medium bathroom - standard package), inclusive of labour & materials",7116,790.67,9
Q0266,Eco Builders Malaysia,Professional service to full repaint of interior walls with weatherproof coating (medium balcony - economy package),4700,522.22,9
Q0267,Prime Reno Solutions,Vendor to carry out install kitchen base and wall cabinets (melamine finish) (medium living room - economy package),7295,3647.5,2
Q0268,"Walter, Good and Vasquez",Labour and material for Install new main entrance door (solid timber) (medium dining area - standard package),2588,258.8,10
Q0269,"Walter, Good and Vasquez",Professional service to bathroom renovation including new tiles and sanitary fittings (medium guest room - basic package),6525,3262.5,2
Q0270,Eco Builders Malaysia,Install air conditioning unit (1.5HP split type) (medium balcony - standard package) - premium finishing included,1893,473.25,4
Q0271,Eco Builders Malaysia,Provide and complete Painting exterior walls with weather-resistant paint (medium kitchen - standard package) with all necessary materials,3576,894.0,4
Q0272,"Taylor, Davis and Maldonado",Vinyl flooring installation in bedrooms (large bathroom - standard package) - premium finishing included,9473,1578.83,6
Q0273,Johnson-Morris,Vendor to carry out install aluminium windows with tinted glass (small study room - economy package),7085,1012.14,7
Q0274,Tan & Sons,Labour and material for Install new main entrance door (solid timber) (large bathroom - premium package),4733,1183.25,4
Q0275,Tan & Sons,Supply & install service for Electrical rewiring and new socket installation (small master bedroom - standard package),4877,812.83,6
Q0276,Happy Living Renovations,Provide and complete Lay homogeneous tiles in master bedroom (small study room - economy package) with all necessary materials,11223,11223.0,1
Q0277,Happy Living Renovations,Labour and material for Install LED downlights in living room (large dining area - economy package),4186,2093.0,2
Q0278,Wong Works,"Execution of works: Painting exterior walls with weather-resistant paint (small study room - deluxe package), inclusive of labour & materials",3498,583.0,6
Q0279,Lee Construction,Vendor to carry out plumbing for new kitchen sink and tap (medium master bedroom - deluxe package),2045,227.22,9
Q0280,Lim & Partners,Provide and complete Construct plaster ceiling with cove lighting (small kitchen - deluxe package) with all necessary materials,4439,1479.67,3
Q0281,Lim & Partners,Install LED downlights in living room (medium kitchen - basic package) as per client’s request,2622,291.33,9
Q0282,Lee Construction,Full repaint of interior walls with weatherproof coating (medium dining area - standard package) as per client’s request,4332,1444.0,3
Q0283,"Walter, Good and Vasquez",Supply & install service for Roof repair and waterproofing (medium master bedroom - premium package),1603,320.6,5
Q0284,Tan & Sons,Supply & install service for Install air conditioning unit (1.5HP split type) (large master bedroom - deluxe package),2532,633.0,4
Q0285,"Taylor, Davis and Maldonado","Execution of works: Bathroom renovation including new tiles and sanitary fittings (large dining area - standard package), inclusive of labour & materials",7694,1099.14,7
Q0286,Smith LLC,Provide and complete Seal gutter joints to stop rainwater leakage (small bathroom - standard package) with all necessary materials,3132,522.0,6
Q0287,Johnson-Morris,Install kitchen base and wall cabinets (melamine finish) (small living room - basic package) - turnkey package,6821,682.1,10
Q0288,Happy Living Renovations,Vendor to carry out vinyl flooring installation in bedrooms (large balcony - economy package),8021,1604.2,5
Q0289,Happy Living Renovations,Install air conditioning unit (1.5HP split type) (medium balcony - economy package) - turnkey package,2455,2455.0,1
Q0290,Happy Living Renovations,Vendor to carry out lay homogeneous tiles in master bedroom (medium master bedroom - standard package),7975,886.11,9
Q0291,Lim & Partners,Works include Install LED downlights in living room (small balcony - economy package) (standard quality),3237,1618.5,2
Q0292,Smith LLC,Vinyl flooring installation in bedrooms (large living room - economy package) - turnkey package,6358,794.75,8
Q0293,"Walter, Good and Vasquez",Provide and complete Install new main entrance door (solid timber) (medium bathroom - deluxe package) with all necessary materials,2265,283.12,8
Q0294,Global Build Sdn Bhd,Supply & install service for Vinyl flooring installation in bedrooms (large dining area - basic package),8121,812.1,10
Q0295,Prime Reno Solutions,Vendor to carry out full repaint of interior walls with weatherproof coating (small study room - premium package),3470,347.0,10
Q0296,Happy Living Renovations,Vendor to carry out fix leaking concealed pipe in bathroom wall (large study room - premium package),1857,371.4,5
Q0297,"Taylor, Davis and Maldonado",Install waterproofing membrane in bathroom (medium master bedroom - deluxe package) - turnkey package,2332,388.67,6
Q0298,Prime Reno Solutions,Labour and material for Lay homogeneous tiles in master bedroom (medium bathroom - premium package),7578,2526.0,3
Q0299,Lee Construction,Vendor to carry out timber decking installation for outdoor area (large balcony - premium package),11786,1473.25,8
Q0300,Prime Reno Solutions,Works include Install aluminium windows with tinted glass (medium balcony - deluxe package) (standard quality),6107,3053.5,2
Q0301,"Walter, Good and Vasquez",Supply & install service for Roof repair and waterproofing (medium kitchen - basic package),1687,843.5,2
Q0302,Chan Brothers,Install new main entrance door (solid timber) (medium study room - basic package) as per client’s request,6293,629.3,10
Q0303,Johnson-Morris,Install LED downlights in living room (small bathroom - premium package) as per client’s request,2511,1255.5,2
Q0304,Happy Living Renovations,Labour and material for Painting exterior walls with weather-resistant paint (medium dining area - standard package),5082,847.0,6
Q0305,"Soto, Gonzalez and Hansen",Vendor to carry out construct plaster ceiling with cove lighting (medium living room - economy package),1057,132.12,8
Q0306,"Taylor, Davis and Maldonado",Supply & install service for Install LED downlights in living room (medium bathroom - economy package),1922,192.2,10
Q0307,Johnson-Morris,Install air conditioning unit (1.5HP split type) (small bathroom - deluxe package) - premium finishing included,1825,304.17,6
Q0308,Johnson-Morris,Install LED downlights in living room (large living room - deluxe package) as per client’s request,2871,319.0,9
Q0309,Global Build Sdn Bhd,Vendor to carry out install air conditioning unit (1.5hp split type) (large master bedroom - deluxe package),2800,466.67,6
Q0310,Prime Reno Solutions,Professional service to fix leaking concealed pipe in bathroom wall (large dining area - basic package),1915,1915.0,1
Q0311,"Soto, Gonzalez and Hansen",Fix leaking concealed pipe in bathroom wall (medium living room - basic package) as per client’s request,1376,275.2,5
Q0312,Ahmad Renovation,Vendor to carry out install kitchen base and wall cabinets (melamine finish) (large study room - standard package),8102,900.22,9
Q0313,Majestic Home Reno,Full repaint of interior walls with weatherproof coating (large master bedroom - standard package) as per client’s request,7258,1209.67,6
Q0314,Johnson-Morris,Seal gutter joints to stop rainwater leakage (small dining area - premium package) - premium finishing included,4361,1090.25,4
Q0315,Chan Brothers,Labour and material for Install new main entrance door (solid timber) (medium master bedroom - economy package),4123,1374.33,3
Q0316,Happy Living Renovations,Works include Install new main entrance door (solid timber) (medium master bedroom - basic package) (standard quality),6300,3150.0,2
Q0317,Smith LLC,Supply & install service for Install aluminium windows with tinted glass (medium study room - standard package),4306,861.2,5
Q0318,Wong Works,"Execution of works: Install LED downlights in living room (medium study room - standard package), inclusive of labour & materials",3473,496.14,7
Q0319,Tan & Sons,Labour and material for Replace broken floor tiles in kitchen (medium living room - premium package),6588,732.0,9
Q0320,Chan Brothers,"Execution of works: Install new main entrance door (solid timber) (small balcony - basic package), inclusive of labour & materials",2916,324.0,9
Q0321,"Walter, Good and Vasquez",Plumbing for new kitchen sink and tap (medium study room - deluxe package) - turnkey package,1972,281.71,7
Q0322,Majestic Home Reno,Supply & install service for Install aluminium windows with tinted glass (small bathroom - standard package),3369,561.5,6
Q0323,Chan Brothers,Provide and complete Painting exterior walls with weather-resistant paint (medium balcony - economy package) with all necessary materials,5553,1388.25,4
Q0324,Eco Builders Malaysia,Vendor to carry out install kitchen base and wall cabinets (melamine finish) (large kitchen - standard package),12066,1508.25,8
Q0325,Lee Construction,"Execution of works: Install sliding glass shower screen (large living room - premium package), inclusive of labour & materials",8783,1756.6,5
Q0326,"Taylor, Davis and Maldonado",Professional service to bathroom renovation including new tiles and sanitary fittings (small study room - premium package),10398,3466.0,3
Q0327,Happy Living Renovations,Install air conditioning unit (1.5HP split type) (large dining area - standard package) - premium finishing included,1707,853.5,2
Q0328,Tan & Sons,Professional service to install kitchen base and wall cabinets (melamine finish) (large bathroom - deluxe package),5882,1176.4,5
Q0329,Smith LLC,Labour and material for Vinyl flooring installation in bedrooms (medium balcony - deluxe package),7032,1004.57,7
Q0330,Ahmad Renovation,Supply & install service for Seal gutter joints to stop rainwater leakage (large balcony - economy package),4093,454.78,9
Q0331,Smith LLC,Provide and complete Plumbing for new kitchen sink and tap (large guest room - standard package) with all necessary materials,2144,306.29,7
Q0332,Tan & Sons,Works include Fix leaking concealed pipe in bathroom wall (medium living room - basic package) (standard quality),1096,1096.0,1
Q0333,Lee Construction,Supply & install service for Install kitchen base and wall cabinets (melamine finish) (small balcony - standard package),6719,746.56,9
Q0334,Ahmad Renovation,Supply & install service for Bathroom renovation including new tiles and sanitary fittings (medium balcony - basic package),7216,2405.33,3
Q0335,Wong Works,"Execution of works: Seal gutter joints to stop rainwater leakage (large dining area - premium package), inclusive of labour & materials",8217,1027.12,8
Q0336,Smith LLC,Install LED downlights in living room (small balcony - basic package) - premium finishing included,3967,991.75,4
Q0337,Ahmad Renovation,Roof repair and waterproofing (large balcony - basic package) - premium finishing included,2722,544.4,5
Q0338,Lim & Partners,Seal gutter joints to stop rainwater leakage (medium kitchen - basic package) - premium finishing included,5925,2962.5,2
Q0339,"Soto, Gonzalez and Hansen",Professional service to lay homogeneous tiles in master bedroom (small guest room - deluxe package),4782,531.33,9
Q0340,Lim & Partners,Provide and complete Install new main entrance door (solid timber) (medium living room - deluxe package) with all necessary materials,2542,254.2,10
Q0341,Majestic Home Reno,Supply & install service for Install new main entrance door (solid timber) (small master bedroom - economy package),3965,396.5,10
Q0342,Eco Builders Malaysia,Professional service to bathroom renovation including new tiles and sanitary fittings (medium master bedroom - deluxe package),4838,1209.5,4
Q0343,Prime Reno Solutions,Install sliding glass shower screen (medium guest room - deluxe package) - turnkey package,8793,2198.25,4
Q0344,Global Build Sdn Bhd,Professional service to fix leaking concealed pipe in bathroom wall (small dining area - standard package),2054,2054.0,1
Q0345,Majestic Home Reno,Supply & install service for Full repaint of interior walls with weatherproof coating (small balcony - economy package),5769,2884.5,2
Q0346,Lee Construction,Labour and material for Install new main entrance door (solid timber) (medium bathroom - basic package),6610,661.0,10
Q0347,Lee Construction,Electrical rewiring and new socket installation (large bathroom - economy package) - premium finishing included,2045,511.25,4
Q0348,Chan Brothers,Supply & install service for Install waterproofing membrane in bathroom (medium kitchen - standard package),2818,313.11,9
Q0349,"Taylor, Davis and Maldonado",Vendor to carry out install new main entrance door (solid timber) (medium study room - economy package),4738,676.86,7
Q0350,Eco Builders Malaysia,Works include Replace broken floor tiles in kitchen (medium living room - standard package) (standard quality),11172,1596.0,7
Q0351,"Taylor, Davis and Maldonado",Construct plaster ceiling with cove lighting (medium living room - economy package) - premium finishing included,2699,2699.0,1
Q0352,Lee Construction,"Execution of works: Replace broken floor tiles in kitchen (small balcony - premium package), inclusive of labour & materials",6191,3095.5,2
Q0353,Prime Reno Solutions,Provide and complete Vinyl flooring installation in bedrooms (small living room - premium package) with all necessary materials,9245,1849.0,5
Q0354,"Walter, Good and Vasquez",Supply & install service for Electrical rewiring and new socket installation (small bathroom - deluxe package),2594,648.5,4
Q0355,Ahmad Renovation,Professional service to replace broken floor tiles in kitchen (small master bedroom - economy package),10707,1338.38,8
Q0356,"Soto, Gonzalez and Hansen",Vendor to carry out vinyl flooring installation in bedrooms (large bathroom - premium package),8430,1405.0,6
Q0357,Eco Builders Malaysia,Vendor to carry out fix leaking concealed pipe in bathroom wall (medium guest room - premium package),2164,360.67,6
Q0358,Eco Builders Malaysia,Provide and complete Seal gutter joints to stop rainwater leakage (medium bathroom - premium package) with all necessary materials,8126,1160.86,7
Q0359,Majestic Home Reno,Vendor to carry out roof repair and waterproofing (large master bedroom - standard package),1885,1885.0,1
Q0360,Lim & Partners,Replace broken floor tiles in kitchen (small balcony - economy package) - premium finishing included,9526,1905.2,5
Q0361,Wong Works,"Execution of works: Install aluminium windows with tinted glass (medium guest room - economy package), inclusive of labour & materials",3522,3522.0,1
Q0362,Eco Builders Malaysia,Install waterproofing membrane in bathroom (large kitchen - economy package) - turnkey package,1680,280.0,6
Q0363,Global Build Sdn Bhd,Works include Install air conditioning unit (1.5HP split type) (medium living room - basic package) (standard quality),2910,363.75,8
Q0364,Eco Builders Malaysia,Labour and material for Install kitchen base and wall cabinets (melamine finish) (small living room - deluxe package),9309,1034.33,9
Q0365,Lim & Partners,Full repaint of interior walls with weatherproof coating (large dining area - premium package) as per client’s request,7315,2438.33,3
Q0366,Johnson-Morris,Provide and complete Full repaint of interior walls with weatherproof coating (large master bedroom - standard package) with all necessary materials,7037,1407.4,5
Q0367,Johnson-Morris,Provide and complete Painting exterior walls with weather-resistant paint (medium guest room - basic package) with all necessary materials,5784,1156.8,5
Q0368,Smith LLC,Vendor to carry out construct plaster ceiling with cove lighting (small living room - premium package),1012,144.57,7
Q0369,Prime Reno Solutions,Provide and complete Replace broken floor tiles in kitchen (medium dining area - basic package) with all necessary materials,5088,1017.6,5
Q0370,"Walter, Good and Vasquez",Works include Full repaint of interior walls with weatherproof coating (large balcony - standard package) (standard quality),7177,717.7,10
Q0371,Happy Living Renovations,Supply & install service for Install waterproofing membrane in bathroom (medium balcony - economy package),1952,278.86,7
Q0372,Lee Construction,Install waterproofing membrane in bathroom (medium bathroom - deluxe package) as per client’s request,1978,219.78,9
Q0373,Smith LLC,Works include Install new main entrance door (solid timber) (large living room - deluxe package) (standard quality),2314,289.25,8
Q0374,Wong Works,Vendor to carry out electrical rewiring and new socket installation (small living room - standard package),4178,596.86,7
Q0375,Ahmad Renovation,Vendor to carry out timber decking installation for outdoor area (small master bedroom - deluxe package),11177,1862.83,6
Q0376,Happy Living Renovations,Professional service to plumbing for new kitchen sink and tap (medium dining area - deluxe package),1374,458.0,3
Q0377,"Soto, Gonzalez and Hansen",Vendor to carry out install new main entrance door (solid timber) (small master bedroom - standard package),6721,746.78,9
Q0378,Majestic Home Reno,Provide and complete Seal gutter joints to stop rainwater leakage (medium kitchen - basic package) with all necessary materials,3990,498.75,8
Q0379,Smith LLC,Vendor to carry out painting exterior walls with weather-resistant paint (large bathroom - standard package),6287,898.14,7
Q0380,Prime Reno Solutions,Plumbing for new kitchen sink and tap (large bathroom - standard package) - turnkey package,2850,316.67,9
Q0381,Happy Living Renovations,Vendor to carry out electrical rewiring and new socket installation (large guest room - economy package),3982,497.75,8
Q0382,Happy Living Renovations,Install sliding glass shower screen (medium bathroom - economy package) as per client’s request,9834,983.4,10
Q0383,"Soto, Gonzalez and Hansen",Supply & install service for Construct plaster ceiling with cove lighting (medium bathroom - basic package),1845,205.0,9
Q0384,Tan & Sons,Vendor to carry out fix leaking concealed pipe in bathroom wall (large study room - economy package),2783,1391.5,2
Q0385,Lee Construction,Install sliding glass shower screen (small study room - deluxe package) as per client’s request,3611,451.38,8
Q0386,Eco Builders Malaysia,Professional service to timber decking installation for outdoor area (medium kitchen - deluxe package),7164,716.4,10
Q0387,Tan & Sons,Supply & install service for Painting exterior walls with weather-resistant paint (small study room - deluxe package),5004,1000.8,5
Q0388,Lee Construction,Vinyl flooring installation in bedrooms (small balcony - economy package) - turnkey package,11742,2935.5,4
Q0389,"Soto, Gonzalez and Hansen","Execution of works: Replace broken floor tiles in kitchen (medium balcony - premium package), inclusive of labour & materials",6344,634.4,10
Q0390,"Walter, Good and Vasquez",Roof repair and waterproofing (medium kitchen - standard package) as per client’s request,2343,260.33,9
Q0391,Chan Brothers,Professional service to full repaint of interior walls with weatherproof coating (small dining area - deluxe package),6890,1378.0,5
Q0392,Smith LLC,Construct plaster ceiling with cove lighting (medium bathroom - basic package) - premium finishing included,3189,797.25,4
Q0393,Johnson-Morris,Provide and complete Install LED downlights in living room (medium study room - basic package) with all necessary materials,4746,593.25,8
Q0394,Smith LLC,Vendor to carry out timber decking installation for outdoor area (medium kitchen - deluxe package),7270,2423.33,3
Q0395,Eco Builders Malaysia,Supply & install service for Fix leaking concealed pipe in bathroom wall (medium guest room - standard package),1943,647.67,3
Q0396,Eco Builders Malaysia,Works include Fix leaking concealed pipe in bathroom wall (medium study room - deluxe package) (standard quality),1341,223.5,6
Q0397,"Walter, Good and Vasquez",Electrical rewiring and new socket installation (medium guest room - deluxe package) - turnkey package,4116,1029.0,4
Q0398,Lee Construction,Bathroom renovation including new tiles and sanitary fittings (medium living room - standard package) as per client’s request,5815,726.88,8
Q0399,Prime Reno Solutions,Vendor to carry out install aluminium windows with tinted glass (medium kitchen - deluxe package),3923,392.3,10
Q0400,Eco Builders Malaysia,Labour and material for Install kitchen base and wall cabinets (melamine finish) (large bathroom - premium package),6129,1021.5,6
Q0401,Happy Living Renovations,Full repaint of interior walls with weatherproof coating (small guest room - economy package) - premium finishing included,5279,1759.67,3
Q0402,Global Build Sdn Bhd,"Execution of works: Plumbing for new kitchen sink and tap (large dining area - basic package), inclusive of labour & materials",1100,122.22,9
Q0403,Happy Living Renovations,Professional service to install new main entrance door (solid timber) (large balcony - premium package),7512,1502.4,5
Q0404,"Walter, Good and Vasquez","Execution of works: Install sliding glass shower screen (medium kitchen - standard package), inclusive of labour & materials",3931,491.38,8
Q0405,Johnson-Morris,Vendor to carry out painting exterior walls with weather-resistant paint (medium dining area - basic package),3307,1102.33,3
Q0406,Chan Brothers,Works include Fix leaking concealed pipe in bathroom wall (small kitchen - standard package) (standard quality),1341,335.25,4
Q0407,"Soto, Gonzalez and Hansen",Install kitchen base and wall cabinets (melamine finish) (medium balcony - basic package) as per client’s request,12381,12381.0,1
Q0408,Global Build Sdn Bhd,Electrical rewiring and new socket installation (medium master bedroom - economy package) - turnkey package,2818,939.33,3
Q0409,Smith LLC,Supply & install service for Replace broken floor tiles in kitchen (medium bathroom - deluxe package),8515,1703.0,5
Q0410,Tan & Sons,Works include Roof repair and waterproofing (large kitchen - standard package) (standard quality),2174,434.8,5
Q0411,Wong Works,Labour and material for Roof repair and waterproofing (small balcony - premium package),1026,1026.0,1
Q0412,Happy Living Renovations,Supply & install service for Electrical rewiring and new socket installation (large kitchen - premium package),1141,114.1,10
Q0413,Lim & Partners,Works include Lay homogeneous tiles in master bedroom (medium living room - premium package) (standard quality),7276,1039.43,7
Q0414,Smith LLC,Professional service to bathroom renovation including new tiles and sanitary fittings (small balcony - premium package),6183,1030.5,6
Q0415,Eco Builders Malaysia,Provide and complete Fix leaking concealed pipe in bathroom wall (small dining area - deluxe package) with all necessary materials,1444,240.67,6
Q0416,Johnson-Morris,Vendor to carry out plumbing for new kitchen sink and tap (small study room - economy package),3159,1053.0,3
Q0417,"Taylor, Davis and Maldonado",Fix leaking concealed pipe in bathroom wall (small study room - economy package) as per client’s request,1693,188.11,9
Q0418,"Walter, Good and Vasquez",Provide and complete Full repaint of interior walls with weatherproof coating (large master bedroom - economy package) with all necessary materials,5621,1873.67,3
Q0419,Chan Brothers,"Execution of works: Install sliding glass shower screen (small guest room - deluxe package), inclusive of labour & materials",8047,1609.4,5
Q0420,Majestic Home Reno,Works include Install air conditioning unit (1.5HP split type) (medium kitchen - premium package) (standard quality),3395,1131.67,3
Q0421,Smith LLC,Works include Replace broken floor tiles in kitchen (small study room - premium package) (standard quality),7541,1508.2,5
Q0422,Global Build Sdn Bhd,"Execution of works: Timber decking installation for outdoor area (medium guest room - basic package), inclusive of labour & materials",10792,1349.0,8
Q0423,Happy Living Renovations,Labour and material for Lay homogeneous tiles in master bedroom (large living room - economy package),6220,888.57,7
Q0424,Eco Builders Malaysia,Supply & install service for Timber decking installation for outdoor area (medium study room - basic package),5579,797.0,7
Q0425,"Soto, Gonzalez and Hansen",Electrical rewiring and new socket installation (small living room - standard package) - premium finishing included,2584,430.67,6
Q0426,Wong Works,Supply & install service for Timber decking installation for outdoor area (small living room - deluxe package),10711,2677.75,4
Q0427,Wong Works,Fix leaking concealed pipe in bathroom wall (medium master bedroom - deluxe package) - premium finishing included,1570,785.0,2
Q0428,Tan & Sons,Vendor to carry out plumbing for new kitchen sink and tap (small dining area - standard package),1424,158.22,9
Q0429,Lee Construction,Install sliding glass shower screen (small study room - premium package) as per client’s request,2898,1449.0,2
Q0430,Chan Brothers,Lay homogeneous tiles in master bedroom (large dining area - premium package) - turnkey package,11862,1977.0,6
Q0431,Smith LLC,Professional service to vinyl flooring installation in bedrooms (large guest room - basic package),8835,1767.0,5
Q0432,Eco Builders Malaysia,Vendor to carry out full repaint of interior walls with weatherproof coating (large balcony - deluxe package),6888,2296.0,3
Q0433,Ahmad Renovation,"Execution of works: Painting exterior walls with weather-resistant paint (large master bedroom - deluxe package), inclusive of labour & materials",3989,3989.0,1
Q0434,Eco Builders Malaysia,Supply & install service for Seal gutter joints to stop rainwater leakage (large dining area - basic package),4067,1016.75,4
Q0435,Ahmad Renovation,Seal gutter joints to stop rainwater leakage (large living room - basic package) - turnkey package,6038,754.75,8
Q0436,"Taylor, Davis and Maldonado",Supply & install service for Bathroom renovation including new tiles and sanitary fittings (small study room - deluxe package),9605,1200.62,8
Q0437,Ahmad Renovation,Supply & install service for Fix leaking concealed pipe in bathroom wall (small guest room - deluxe package),3265,1632.5,2
Q0438,"Soto, Gonzalez and Hansen",Vendor to carry out fix leaking concealed pipe in bathroom wall (large bathroom - basic package),2747,2747.0,1
Q0439,Majestic Home Reno,Install sliding glass shower screen (large balcony - basic package) - turnkey package,6287,898.14,7
Q0440,Lim & Partners,Professional service to electrical rewiring and new socket installation (medium living room - economy package),3977,441.89,9
Q0441,Prime Reno Solutions,Works include Vinyl flooring installation in bedrooms (medium guest room - premium package) (standard quality),11320,11320.0,1
Q0442,Lim & Partners,Supply & install service for Install air conditioning unit (1.5HP split type) (large kitchen - basic package),2771,692.75,4
Q0443,"Soto, Gonzalez and Hansen",Provide and complete Install LED downlights in living room (medium dining area - deluxe package) with all necessary materials,1048,209.6,5
Q0444,Eco Builders Malaysia,Install air conditioning unit (1.5HP split type) (small bathroom - economy package) as per client’s request,2707,300.78,9
Q0445,Ahmad Renovation,Vendor to carry out timber decking installation for outdoor area (medium dining area - economy package),5567,1113.4,5
Q0446,Prime Reno Solutions,Works include Install aluminium windows with tinted glass (medium dining area - deluxe package) (standard quality),4223,469.22,9
Q0447,Chan Brothers,Works include Replace broken floor tiles in kitchen (small guest room - basic package) (standard quality),7094,886.75,8
Q0448,Lim & Partners,"Execution of works: Full repaint of interior walls with weatherproof coating (medium kitchen - premium package), inclusive of labour & materials",4765,476.5,10
Q0449,Lee Construction,"Execution of works: Replace broken floor tiles in kitchen (medium balcony - basic package), inclusive of labour & materials",11293,1411.62,8
Q0450,Eco Builders Malaysia,Supply & install service for Install LED downlights in living room (large kitchen - premium package),2478,275.33,9
Q0451,Happy Living Renovations,Supply & install service for Install waterproofing membrane in bathroom (medium dining area - economy package),1380,138.0,10
Q0452,Tan & Sons,Labour and material for Install waterproofing membrane in bathroom (medium kitchen - basic package),2338,389.67,6
Q0453,Global Build Sdn Bhd,Bathroom renovation including new tiles and sanitary fittings (small bathroom - deluxe package) - turnkey package,5479,782.71,7
Q0454,Global Build Sdn Bhd,Labour and material for Install sliding glass shower screen (small bathroom - premium package),2574,257.4,10
Q0455,Majestic Home Reno,Labour and material for Replace broken floor tiles in kitchen (medium guest room - standard package),9698,1616.33,6
Q0456,"Soto, Gonzalez and Hansen",Works include Painting exterior walls with weather-resistant paint (small study room - basic package) (standard quality),4147,592.43,7
Q0457,Prime Reno Solutions,Works include Fix leaking concealed pipe in bathroom wall (medium study room - premium package) (standard quality),2979,1489.5,2
Q0458,"Taylor, Davis and Maldonado",Works include Install new main entrance door (solid timber) (small guest room - deluxe package) (standard quality),7795,974.38,8
Q0459,"Soto, Gonzalez and Hansen",Labour and material for Install waterproofing membrane in bathroom (large guest room - basic package),2434,608.5,4
Q0460,Ahmad Renovation,Vendor to carry out painting exterior walls with weather-resistant paint (small bathroom - standard package),4139,2069.5,2
